% Model:              spr_1d_homo_index.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 26 2025, 09:48
% Table:              Table 1 - Reflectance, Transmittance, and Absorptance (ewfd)
% in_rad (rad)           n_channel                lambda0 (nm)             Reflectance, order 0 (1)
1.106                    1.353                    983.9999999999999        0.9321860315885623
1.106                    1.3535000000000001       983.9999999999999        0.9304510496023356
1.106                    1.354                    983.9999999999999        0.928897353569406
1.106                    1.3545                   983.9999999999999        0.9274940460786515
1.106                    1.355                    983.9999999999999        0.9262179530051189
1.106                    1.3555000000000001       983.9999999999999        0.9250511308084494
1.106                    1.356                    983.9999999999999        0.9239793303359726
1.106                    1.3565                   983.9999999999999        0.9229910015896335
1.106                    1.357                    983.9999999999999        0.9220766221429282
1.106                    1.3575000000000002       983.9999999999999        0.921228228543038
1.106                    1.358                    983.9999999999999        0.9204390798889043
1.106                    1.3585                   983.9999999999999        0.9197034103166594
1.106                    1.359                    983.9999999999999        0.9190162430926992
1.106                    1.3595000000000002       983.9999999999999        0.9183732483950553
1.106                    1.36                     983.9999999999999        0.91777063276315
1.107                    1.33                     983.9999999999999        0.9482831682812443
1.107                    1.3305                   983.9999999999999        0.9521143328850494
1.107                    1.331                    983.9999999999999        0.9552567845071065
1.107                    1.3315000000000001       983.9999999999999        0.9578364014967075
1.107                    1.332                    983.9999999999999        0.95995354484457
1.107                    1.3325                   983.9999999999999        0.9616887360847118
1.107                    1.333                    983.9999999999999        0.9631069686869207
1.107                    1.3335000000000001       983.9999999999999        0.9642610026842313
1.107                    1.334                    983.9999999999999        0.965193898367541
1.107                    1.3345                   983.9999999999999        0.9659409782276384
1.107                    1.335                    983.9999999999999        0.9665313547952903
1.107                    1.3355000000000001       983.9999999999999        0.9669891283228212
1.107                    1.336                    983.9999999999999        0.9673343311125718
1.107                    1.3365                   983.9999999999999        0.9675836763755217
1.107                    1.337                    983.9999999999999        0.9677511552110225
1.107                    1.3375000000000001       983.9999999999999        0.967848515093264
1.107                    1.338                    983.9999999999999        0.9678856451535728
1.107                    1.3385                   983.9999999999999        0.9678708878530006
1.107                    1.339                    983.9999999999999        0.967811292137289
1.107                    1.3395000000000001       983.9999999999999        0.9677128198066461
1.107                    1.34                     983.9999999999999        0.9675805142732191
1.107                    1.3405                   983.9999999999999        0.9674186389009829
1.107                    1.341                    983.9999999999999        0.9672307905360588
1.107                    1.3415000000000001       983.9999999999999        0.9670199927518177
1.107                    1.342                    983.9999999999999        0.9667887722598442
1.107                    1.3425                   983.9999999999999        0.9665392212847949
1.107                    1.343                    983.9999999999999        0.9662730480716466
1.107                    1.3435000000000001       983.9999999999999        0.9659916171680297
1.107                    1.344                    983.9999999999999        0.9656959807574591
1.107                    1.3445                   983.9999999999999        0.9653869019455322
1.107                    1.345                    983.9999999999999        0.9650648705166789
1.107                    1.3455000000000001       983.9999999999999        0.9647301114726125
1.107                    1.346                    983.9999999999999        0.9643825862248776
1.107                    1.3465                   983.9999999999999        0.9640219860117373
1.107                    1.347                    983.9999999999999        0.9636477166985272
1.107                    1.3475000000000001       983.9999999999999        0.9632588735229135
1.107                    1.348                    983.9999999999999        0.9628542037186261
1.107                    1.3485                   983.9999999999999        0.9624320539793059
1.107                    1.349                    983.9999999999999        0.96199029837681
1.107                    1.3495000000000001       983.9999999999999        0.9615262405321946
1.107                    1.35                     983.9999999999999        0.9610364810022133
1.107                    1.3505                   983.9999999999999        0.958374101731655
1.107                    1.351                    983.9999999999999        0.9482166882011055
1.107                    1.3515000000000001       983.9999999999999        0.9434983019707833
1.107                    1.352                    983.9999999999999        0.9400224400534865
1.107                    1.3525                   983.9999999999999        0.9372145591959465
1.107                    1.353                    983.9999999999999        0.9348446480361192
